-0.06561792 0.04179065 0.0132834315 -0.005163403 0.15805423 -0.021299988 -0.0026997942 -0.037793417
-0.06604956 0.03014033 0.023323618 -0.0076969005 0.14839959 -0.01522363 -0.0051859375 -0.034342542
-0.06463456 0.05603761 0.04658096 0.019328587 0.13283676 -0.043897185 -0.00076262094 -0.04920886
-0.069569126 0.08164878 0.053365383 -0.017530125 0.14147097 -0.013190437 -0.0047849435 -0.035765324
-0.07050717 0.021854132 0.046934012 -0.0074445363 0.14608496 -0.013867296 -0.0018764026 -0.03091539
-0.06566669 0.05953245 0.027562976 -0.005492337 0.15384553 -0.023596289 -0.0018474124 -0.038881823
-0.06714292 0.035683308 0.016730137 -0.0025553387 0.14375746 -0.026528861 -0.004693942 -0.03901883
-0.07797061 0.049291424 0.06644018 -0.0019652657 0.133443 -0.02943292 -0.0044613983 -0.041511226
-0.056733698 0.035743214 0.0048151463 -0.0014980566 0.15346758 -0.02995294 -0.0050903074 -0.04443043
-0.07630849 0.076519445 0.06041552 -0.011911989 0.1280399 -0.021123867 -0.004730653 -0.03860888
-0.06425131 0.08914024 0.04417853 -0.01657575 0.1542757 -0.01935494 -0.00095565245 -0.035898156
-0.0852568 0.07478292 0.07423665 -0.015433917 0.12335025 -0.016110295 -0.0044721607 -0.035707794
-0.0718779 0.13380104 0.059869 -0.014976399 0.13393421 -0.03200466 0.004138753 -0.04224292
-0.065062135 0.08881269 0.03561663 -0.018786926 0.14760983 -0.016705511 -0.0067314673 -0.037894256
-0.07220174 0.117455475 0.06329351 -0.012670374 0.14620629 -0.023966445 -0.00027845614 -0.043033417
-0.057992518 0.088719204 0.021020263 -0.013709404 0.14202547 -0.024582073 -0.010534778 -0.04349298
-0.06354603 0.07131474 0.024345055 -0.015269966 0.15913685 -0.013338175 -0.0061933473 -0.039139193
-0.059649445 0.08441526 0.020996071 -0.0072181635 0.13199507 -0.03984781 -0.0059037525 -0.04682596
-0.07419488 0.033109613 0.06732759 -0.0012732875 0.12961748 -0.019587202 -0.0015386026 -0.03655731
-0.062386516 0.06985047 -0.001638025 -0.00568706 0.16184565 -0.035586707 -0.0018533897 -0.044053927
-0.06621942 0.09951356 0.027822651 -0.013121341 0.14828506 -0.02784608 -0.006086191 -0.043593593
-0.06327687 0.057025164 0.026035093 -0.008075776 0.1361332 -0.024565592 -0.007594092 -0.03947398
-0.07986916 0.12708133 0.077767566 -0.015541024 0.13292943 -0.02405613 -0.002291685 -0.042269647
-0.08137627 0.04975815 0.06650899 -0.014537609 0.14257348 -0.0050642844 -0.0025532339 -0.033238243
-0.066382624 0.077118576 0.04307907 -0.008430593 0.14103678 -0.024586156 -0.0009999331 -0.038118754
-0.056249462 0.038890216 0.0030557513 -0.003376631 0.16391411 -0.023029914 -0.0046605784 -0.04374857
-0.070970714 0.08585553 0.030456968 -0.011608646 0.14815614 -0.026733946 -0.005471669 -0.042291906
-0.07571465 0.024990544 0.062106214 0.017111942 0.14177024 -0.029705973 -0.0025974493 -0.04247034
-0.07931725 0.043909557 0.06819902 -0.0070907194 0.137018 -0.013228523 0.0060823634 -0.03301222
-0.06929356 0.026810713 -0.00073324144 0.007053755 0.15709054 -0.033385564 -0.000598887 -0.042625617
-0.070825905 0.10193157 0.039039955 -0.012086 0.14402518 -0.0295891 -0.0046472494 -0.044060554
-0.07236074 0.078226924 0.027992845 -0.009340644 0.1558548 -0.026489183 -0.004126398 -0.042449888
-0.0804832 0.06682934 0.082015656 -0.01480342 0.12016257 -0.009962359 -0.0031574685 -0.032824554
-0.07490115 0.14078884 0.05397233 -0.017217109 0.14450592 -0.030251155 -0.0029804502 -0.045659173
-0.07477082 0.116234824 0.047803514 -0.019050574 0.14424385 -0.022310514 -0.003940014 -0.040955484
-0.06736034 0.042301714 0.03675171 -0.015066052 0.15674105 -0.008974057 -0.0036436524 -0.03267966
-0.071792066 0.09144117 0.033639424 -0.020843728 0.1460562 -0.016281024 -0.0069157444 -0.03689632
-0.06857322 0.033330202 0.040700205 -0.0052139256 0.14261064 -0.016145477 -0.002745429 -0.035115216
-0.06956078 0.028294358 0.05605015 -0.0022758506 0.13775355 -0.016683653 -0.0017647855 -0.034691952
-0.06763284 0.071501166 0.043172583 -0.012139892 0.14779033 -0.014739051 -0.0038306713 -0.037129104
-0.07162474 0.102376744 0.046851188 -0.00790092 0.13879502 -0.03519932 2.5182962e-05 -0.043256477
-0.07100041 0.14605634 0.06720636 -0.016128879 0.13558108 -0.028853552 0.006192513 -0.04232088
-0.068078905 0.06956765 0.024551243 -0.0070246365 0.16111463 -0.024671193 -0.0030713435 -0.041855015
-0.07485917 0.12841555 0.0893715 -0.016862277 0.115622565 -0.021601193 -0.001407167 -0.03981162
-0.06102037 0.074499264 0.042476602 -0.005075928 0.1414485 -0.02602956 -0.0039129313 -0.04257506
-0.06821826 0.07248354 0.029894382 -0.012850659 0.15019795 -0.01851419 -0.0063347686 -0.03909965
-0.08137207 0.066054806 0.08263886 -0.015510369 0.12360097 -0.009279985 -0.0056703407 -0.03578951
-0.071406364 0.101479515 0.0730787 -0.008110274 0.13055393 -0.026652493 -0.0011382569 -0.042992126
-0.07213834 0.10835521 0.040444657 -0.021492103 0.14670338 -0.016751349 -0.0068871304 -0.03982412
-0.07240319 0.060739625 0.06692693 -0.013469245 0.13359207 -0.01096179 -0.0029121842 -0.0331496
-0.06266019 0.08698289 0.03398432 -0.011287112 0.14076027 -0.024961306 -0.007010458 -0.0423128
-0.07051003 0.06859985 0.049965035 -0.0032365452 0.13882793 -0.02909026 -0.0016903318 -0.04192302
-0.060685903 0.048619583 0.0179784 0.0036746413 0.15420826 -0.033814184 -0.0014032982 -0.045947187
-0.07831997 0.06433349 0.055531666 -0.0112339575 0.11991396 -0.02071918 -0.0046506394 -0.035250947
-0.059820943 0.08640197 0.0011828542 -0.0068484973 0.15143697 -0.040045336 -0.0016045421 -0.045260765
-0.06973331 0.07437577 0.03173306 -0.005721351 0.14724052 -0.031250753 -0.003995931 -0.04385872
-0.0766682 0.053506535 0.041834105 -0.004314298 0.15264997 -0.027030565 -0.0036912952 -0.042241447
-0.058457516 0.13656667 0.038086493 -0.010416785 0.14161924 -0.0402614 -0.0063081402 -0.052496746
-0.06469087 0.06848979 0.038010728 -0.005825028 0.14745818 -0.024100484 -0.00082099065 -0.038623657
-0.072005816 0.04650587 0.054462552 -0.009713535 0.12894508 -0.014919812 -0.00813476 -0.037393123
-0.06817271 0.07425612 0.05400247 -0.0072942954 0.1410751 -0.021290682 0.0008273721 -0.03675049
-0.07328676 0.07752083 0.02774366 -0.007716827 0.14235906 -0.030954432 -0.0023763776 -0.040074132
-0.07303674 0.06941078 0.0263253 -0.014641583 0.13594161 -0.020356495 -0.0063883923 -0.035170324
-0.070011824 0.040387653 -0.00051665306 -0.015552748 0.15593237 -0.013174158 -0.009267103 -0.033071347
-0.0671438 0.064029366 0.039132863 -0.0031627528 0.15972242 -0.021823011 -0.0023360197 -0.044629816
-0.07231915 0.06564038 0.040190678 -0.0008842107 0.14899206 -0.03498585 -0.0012172889 -0.04465539
